"","x"
"262",83607
"263",54349
"264",83917
"265",92195
"266",37005
"267",17221
"268",21701
"269",27519
"270",66616
"271",26092
"272",13567
"273",51003
"274",78096
"275",95877
"276",66458
"277",68778
"278",97166
"279",3930
"280",39000
"281",45574
"282",34062
"283",84069
"284",86944
"285",22164
"286",30132
"287",91477
"288",77466
"289",14801
"290",39702
"291",11799
"292",76602
"293",23684
"294",74037
"295",65048
"296",1412
"297",23355
"298",16509
"299",81247
"300",48981
"301",81293
"302",75733
"303",82080
"304",39588
"305",71295
"306",20194
"307",19312
"308",35404
"309",91944
"310",81408
"311",92172
"312",34881
"313",89101
"314",87881
"315",18533
"316",88033
"317",84272
"318",52870
"319",51119
"320",42417
"321",60480
"322",17403
"323",28325
"324",72436
"325",10018
"326",84574
"327",99073
"328",72797
"329",50237
"330",17940
"331",98347
"332",5530
"333",55547
"334",41630
"335",46612
"336",29126
"337",32953
"338",34769
"339",64006
"340",80618
"341",11327
"342",21152
"343",79529
"344",18375
"345",89299
"346",6204
"347",16047
"348",15525
"349",19155
"350",79774
"351",30448
"352",88181
"353",62284
"354",78634
"355",87845
"356",96840
"357",47550
"358",65192
"359",26427
"360",56682
"361",17896
"362",810
"363",8938
"364",34694
"365",45096
"366",62430
"367",79144
"368",88122
"369",53325
"370",22581
"371",3831
"372",81969
"373",66821
"374",30560
"375",37706
"376",64545
"377",5471
"378",40463
"379",85278
"380",33714
"381",60835
"382",90352
"383",56007
"384",97259
"385",46392
"386",30558
"387",22954
"388",96854
"389",62450
"390",52249
"391",87292
"392",48263
"393",84997
"394",47798
"395",72580
"396",84513
"397",60205
"398",67270
"399",74360
"400",41236
"401",74606
"402",4844
"403",83002
"404",67821
"405",42643
"406",74888
"407",55656
"408",1277
"409",23504
"410",36651
"411",98505
"412",65591
"413",55476
"414",98821
"415",60594
"416",98922
"417",64906
"418",34282
"419",34764
"420",36139
"421",55830
"422",29420
"423",44400
"424",84617
"425",19835
"426",80756
"427",25555
"428",69370
"429",13697
"430",54289
"431",53888
"432",19171
"433",14769
"434",68116
"435",89985
"436",10489
"437",5367
"438",13452
"439",9397
"440",63527
"441",95719
"442",47734
"443",18369
"444",33737
"445",24724
"446",58306
"447",18639
"448",87767
"449",24717
"450",54998
"451",29903
"452",93118
"453",55194
"454",29091
"455",90734
"456",62000
"457",89184
"458",62716
"459",85868
"460",48977
"461",70501
"462",77889
"463",33115
"464",50393
"465",98491
"466",32311
"467",58540
"468",14267
"469",58281
"470",98983
"471",83020
"472",77769
"473",17844
"474",87327
"475",31249
"476",77026
"477",5760
"478",76403
"479",81589
"480",54335
"481",13671
"482",19093
"483",15286
"484",1596
"485",13704
"486",18035
"487",78240
"488",58984
"489",13676
"490",14841
"491",28095
"492",85247
"493",511
"494",94692
"495",85349
"496",49745
"497",98574
"498",40835
"499",99717
"500",43657
