"","x"
"984",42654
"985",39417
"986",83642
"987",59101
"988",14626
"989",6997
"990",47151
"991",58682
"992",54432
"993",21705
"994",32756
"995",87330
"996",56236
"997",702
"998",42989
"999",91809
"1000",79369
