"","x"
"495",44886
"496",42653
"497",62811
"498",4839
"499",7014
"500",30254
"501",36495
"502",47925
"503",15120
"504",29483
"505",31804
"506",58341
"507",14696
"508",80562
"509",72883
"510",38590
"511",46797
"512",87147
"513",11483
"514",15664
"515",87617
"516",4196
"517",44779
"518",52117
"519",30292
"520",38747
"521",40265
"522",64466
"523",58539
"524",16998
"525",12036
"526",15128
"527",54719
"528",13129
"529",80758
"530",72751
"531",48882
"532",55807
"533",5053
"534",91765
"535",70980
"536",28400
"537",65093
"538",42970
"539",37423
"540",45190
"541",43696
"542",33112
"543",67319
"544",67640
"545",70682
"546",52587
"547",9463
"548",73815
"549",46921
"550",85293
"551",78950
"552",41364
"553",43867
"554",83164
"555",6880
"556",214
"557",69068
"558",73139
"559",11906
"560",80995
"561",20604
"562",78877
"563",38168
"564",48336
"565",1585
"566",33556
"567",31854
"568",90973
"569",99186
"570",34843
"571",91154
"572",5295
"573",55879
"574",99920
"575",44673
"576",51218
"577",13199
"578",17466
"579",90799
"580",49227
"581",24406
"582",55553
"583",87414
"584",81181
"585",11642
"586",8764
"587",30982
"588",75222
"589",44856
"590",82795
"591",86939
"592",99303
"593",46216
"594",17417
"595",73513
"596",69195
"597",82740
"598",78557
"599",54237
"600",58413
"601",78568
"602",71427
"603",35406
"604",85266
"605",97856
"606",43203
"607",23153
"608",85922
"609",99358
"610",68417
"611",78573
"612",72271
"613",5653
"614",51425
"615",68221
"616",29783
"617",38751
"618",10203
"619",2417
"620",13514
"621",60869
"622",54105
"623",98202
"624",66695
"625",78593
"626",70414
"627",55745
"628",24244
"629",56754
"630",17117
"631",32441
"632",88785
"633",25306
"634",57032
"635",7820
"636",3448
"637",55041
"638",73168
"639",10536
"640",13372
"641",31753
"642",47053
"643",19773
"644",83836
"645",40165
"646",75527
"647",10340
"648",78134
"649",31094
"650",7469
"651",95074
"652",26498
"653",78474
"654",41120
"655",59917
"656",62411
"657",88677
"658",32784
"659",57126
"660",14419
"661",14015
"662",43290
"663",96677
"664",54502
"665",39832
"666",99411
"667",48663
"668",84939
"669",5803
"670",22054
"671",98081
"672",89462
"673",47697
"674",59954
"675",14312
"676",47038
"677",12291
"678",78244
"679",4205
"680",62046
"681",31368
"682",89655
"683",77307
"684",3735
"685",59396
"686",73319
"687",62584
"688",2189
"689",11894
"690",30173
"691",9042
"692",18019
"693",83437
"694",51478
"695",38237
"696",95483
"697",94100
"698",68983
"699",65178
"700",29962
"701",46214
"702",54227
"703",12596
"704",95001
"705",52807
"706",72012
"707",85837
"708",87723
"709",16028
"710",76685
"711",97160
"712",35209
"713",61520
"714",49456
"715",79437
"716",98607
"717",74461
"718",3126
"719",50815
"720",48763
"721",79036
"722",49057
"723",98087
"724",9427
"725",77135
"726",63671
"727",23088
"728",43027
"729",7432
"730",99505
"731",64354
"732",14306
"733",52728
"734",32465
"735",62186
"736",9472
"737",11146
"738",12359
"739",10847
"740",71529
"741",70139
"742",86921
"743",60052
"744",12691
"745",19022
"746",77192
"747",91079
"748",10760
"749",4925
"750",29512
"751",93841
"752",8640
"753",22104
"754",89407
"755",96712
"756",64069
"757",36716
"758",91615
"759",29812
"760",71744
"761",39657
"762",50431
"763",10058
"764",77346
"765",45151
"766",48088
"767",29375
"768",55431
"769",88989
"770",65322
"771",13230
"772",21684
"773",56436
"774",62104
"775",54159
"776",60274
"777",39878
"778",6818
"779",340
"780",92974
"781",50617
"782",1482
"783",54620
"784",35206
"785",95965
"786",24710
"787",24995
"788",46390
"789",9567
"790",96855
"791",6834
"792",23655
"793",69494
"794",16377
"795",67018
"796",5980
"797",88238
"798",3757
"799",69445
"800",61877
"801",23651
"802",8506
"803",20035
"804",88318
"805",25538
"806",53761
"807",73632
"808",36751
"809",87165
"810",57504
"811",85409
"812",90459
"813",32611
"814",46425
"815",12336
"816",86479
"817",86152
"818",37357
"819",59987
"820",28997
"821",37184
"822",65700
"823",34000
"824",90097
"825",97983
"826",77065
"827",83222
"828",40702
"829",9850
"830",32928
"831",29952
"832",45446
"833",72768
"834",44456
"835",86861
"836",43981
"837",23690
"838",34123
"839",37515
"840",69350
"841",91136
"842",48593
"843",52358
"844",28116
"845",66548
"846",23232
"847",51548
"848",41327
"849",51468
"850",62027
"851",17974
"852",97519
"853",35162
"854",92825
"855",78909
"856",11875
"857",27117
"858",6720
"859",59409
"860",42579
"861",21450
"862",51975
"863",4527
"864",51920
"865",61096
"866",23103
"867",88019
"868",26042
"869",91992
"870",5531
"871",73657
"872",98257
"873",19583
"874",26386
"875",89231
"876",35634
"877",79683
"878",44877
"879",28169
"880",58093
"881",13024
"882",58891
"883",12547
"884",693
"885",43096
"886",46722
"887",61119
"888",8879
"889",78227
"890",32301
"891",86171
"892",32658
"893",99996
"894",58546
"895",73236
"896",72242
"897",19129
"898",28252
"899",10780
"900",18684
"901",77813
"902",83899
"903",62119
"904",35225
"905",12320
"906",98339
"907",2973
"908",88936
"909",5401
"910",98084
"911",9147
"912",84205
"913",93399
"914",92573
"915",74506
"916",3752
"917",62125
"918",41810
"919",36647
"920",34456
"921",26774
"922",9937
"923",88478
"924",40804
"925",87639
"926",96084
"927",61959
"928",52651
"929",54831
"930",81822
"931",72452
"932",73119
"933",64890
"934",41932
"935",31795
"936",24681
"937",16158
"938",38044
"939",58867
"940",35766
"941",17112
"942",55224
"943",45786
"944",67686
"945",13027
"946",3411
"947",28317
"948",89431
"949",59798
"950",19004
"951",9993
"952",63880
"953",95233
"954",60770
"955",35324
"956",10338
"957",66213
"958",81291
"959",30372
"960",53028
"961",45322
"962",84746
"963",97241
"964",8330
"965",26697
"966",59085
"967",87219
"968",72451
"969",26816
"970",78019
"971",94454
"972",21141
"973",52665
"974",9418
"975",4323
"976",60807
"977",12853
"978",95266
"979",28613
"980",24809
"981",64138
"982",63786
"983",36381
"984",26845
"985",64722
"986",69962
"987",11368
"988",58777
"989",36474
"990",89949
"991",35345
"992",17260
"993",17932
"994",70950
"995",81436
"996",23040
"997",81979
"998",53908
"999",52082
"1000",86837
